id,name,line_id,prefecture_id
2991,南彦根,127,25
2992,河瀬,127,25
2993,稲枝,127,25
2994,能登川,127,25
2995,安土,127,25
2996,近江八幡,127,25
2997,篠原,127,25
2998,野洲,127,25
2999,守山,127,25
3000,栗東,127,25
3001,草津,127,25
3002,南草津,127,25
3003,瀬田,127,25
3004,石山,127,25
3005,膳所,127,25
3006,大津,127,25
3007,山科,127,26
3008,京都,127,26
3009,京都,128,26
3010,西大路,128,26
3011,桂川,128,26
3012,向日町,128,26
3013,長岡京,128,26
3014,山崎,128,26
3015,島本,128,27
3016,高槻,128,27
3017,摂津富田,128,27
3018,JR総持寺,128,27
3019,茨木,128,27
3020,千里丘,128,27
3021,岸辺,128,27
3022,吹田,128,27
3023,東淀川,128,27
3024,新大阪,128,27
3025,大阪,128,27
3026,大阪,129,27
3027,塚本,129,27
3028,尼崎,129,28
3029,立花,129,28
3030,甲子園口,129,28
3031,西宮,129,28
3032,さくら夙川,129,28
3033,芦屋,129,28
3034,甲南山手,129,28
3035,摂津本山,129,28
3036,住吉,129,28
3037,六甲道,129,28
3038,摩耶,129,28
3039,灘,129,28
3040,三ノ宮,129,28
3041,元町,129,28
3042,神戸,129,28
3043,京都,130,26
3044,山科,130,26
3045,大津京,130,25
3046,唐崎,130,25
3047,比叡山坂本,130,25
3048,おごと温泉,130,25
3049,堅田,130,25
3050,小野,130,25
3051,和邇,130,25
3052,蓬莱,130,25
3053,志賀,130,25
3054,比良,130,25
3055,近江舞子,130,25
3056,北小松,130,25
3057,近江高島,130,25
3058,安曇川,130,25
3059,新旭,130,25
3060,近江今津,130,25
3061,近江中庄,130,25
3062,マキノ,130,25
3063,永原,130,25
3064,近江塩津,130,25
3065,加茂,131,26
3066,木津,131,26
3067,平城山,131,29
3068,奈良,131,29
3069,郡山,131,29
3070,大和小泉,131,29
3071,法隆寺,131,29
3072,王寺,131,29
3073,三郷,131,29
3074,河内堅上,131,27
3075,高井田,131,27
3076,柏原,131,27
3077,志紀,131,27
3078,八尾,131,27
3079,久宝寺,131,27
3080,加美,131,27
3081,平野,131,27
3082,東部市場前,131,27
3083,天王寺,131,27
3084,新今宮,131,27
3085,今宮,131,27
3086,ＪＲ難波,131,27
3087,神戸,132,28
3088,兵庫,132,28
3089,新長田,132,28
3090,鷹取,132,28
3091,須磨海浜公園,132,28
3092,須磨,132,28
3093,塩屋,132,28
3094,垂水,132,28
3095,舞子,132,28
3096,朝霧,132,28
3097,明石,132,28
3098,西明石,132,28
3099,大久保,132,28
3100,魚住,132,28
3101,土山,132,28
3102,東加古川,132,28
3103,加古川,132,28
3104,宝殿,132,28
3105,曽根,132,28
3106,ひめじ別所,132,28
3107,御着,132,28
3108,東姫路,132,28
3109,姫路,132,28
3110,姫路,133,28
3111,英賀保,133,28
3112,はりま勝原,133,28
3113,網干,133,28
3114,竜野,133,28
3115,相生,133,28
3116,有年,133,28
3117,上郡,133,28
3118,三石,133,33
3119,吉永,133,33
3120,和気,133,33
3121,熊山,133,33
3122,万富,133,33
3123,瀬戸,133,33
3124,上道,133,33
3125,東岡山,133,33
3126,高島,133,33
3127,西川原,133,33
3128,岡山,133,33
3129,岡山,134,33
3130,北長瀬,134,33
3131,庭瀬,134,33
3132,中庄,134,33
3133,倉敷,134,33
3134,西阿知,134,33
3135,新倉敷,134,33
3136,金光,134,33
3137,鴨方,134,33
3138,里庄,134,33
3139,笠岡,134,33
3140,大門,134,34
3141,東福山,134,34
3142,福山,134,34
3143,備後赤坂,134,34
3144,松永,134,34
3145,東尾道,134,34
3146,尾道,134,34
3147,糸崎,134,34
3148,三原,134,34
3149,三原,135,34
3150,本郷,135,34
3151,河内,135,34
3152,入野,135,34
3153,白市,135,34
3154,西高屋,135,34
3155,西条,135,34
3156,寺家,135,34
3157,八本松,135,34
3158,瀬野,135,34
3159,中野東,135,34
3160,安芸中野,135,34
3161,海田市,135,34
3162,向洋,135,34
3163,天神川,135,34
3164,広島,135,34
3165,新白島,135,34
3166,横川,135,34
3167,西広島,135,34
3168,新井口,135,34
3169,五日市,135,34
3170,廿日市,135,34
3171,宮内串戸,135,34
3172,阿品,135,34
3173,宮島口,135,34
3174,前空,135,34
3175,大野浦,135,34
3176,玖波,135,34
3177,大竹,135,34
3178,和木,135,35
3179,岩国,135,35
3180,岩国,136,35
3181,南岩国,136,35
3182,藤生,136,35
3183,通津,136,35
3184,由宇,136,35
3185,神代,136,35
3186,大畠,136,35
3187,柳井港,136,35
3188,柳井,136,35
3189,田布施,136,35
3190,岩田,136,35
3191,島田,136,35
3192,光,136,35
3193,下松,136,35
3194,櫛ケ浜,136,35
3195,徳山,136,35
3196,新南陽,136,35
3197,福川,136,35
3198,戸田,136,35
3199,富海,136,35
3200,防府,136,35
3201,大道,136,35
3202,四辻,136,35
3203,新山口,136,35
3204,嘉川,136,35
3205,本由良,136,35
3206,厚東,136,35
3207,宇部,136,35
3208,小野田,136,35
3209,厚狭,136,35
3210,埴生,136,35
3211,小月,136,35
3212,長府,136,35
3213,新下関,136,35
3214,幡生,136,35
3215,下関,136,35
3216,門司,136,40
3217,兵庫,137,28
3218,和田岬,137,28
3219,京都,138,26
3220,梅小路京都西,138,26
3221,丹波口,138,26
3222,二条,138,26
3223,円町,138,26
3224,花園,138,26
3225,太秦,138,26
3226,嵯峨嵐山,138,26
3227,保津峡,138,26
3228,馬堀,138,26
3229,亀岡,138,26
3230,並河,138,26
3231,千代川,138,26
3232,八木,138,26
3233,吉富,138,26
3234,園部,138,26
3235,園部,139,26
3236,船岡,139,26
3237,日吉,139,26
3238,鍼灸大学前,139,26
3239,胡麻,139,26
3240,下山,139,26
3241,和知,139,26
3242,安栖里,139,26
3243,立木,139,26
3244,山家,139,26
3245,綾部,139,26
3246,高津,139,26
3247,石原,139,26
3248,福知山,139,26
3249,上川口,139,26
3250,下夜久野,139,26
3251,上夜久野,139,26
3252,梁瀬,139,28
3253,和田山,139,28
3254,養父,139,28
3255,八鹿,139,28
3256,江原,139,28
3257,国府,139,28
3258,豊岡,139,28
3259,豊岡,140,28
3260,玄武洞,140,28
3261,城崎温泉,140,28
3262,竹野,140,28
3263,きりはまビーチ,140,28
3264,佐津,140,28
3265,柴山,140,28
3266,香住,140,28
3267,鎧,140,28
3268,餘部,140,28
3269,久谷,140,28
3270,浜坂,140,28
3271,諸寄,140,28
3272,居組,140,28
3273,東浜,140,31
3274,岩美,140,31
3275,大岩,140,31
3276,福部,140,31
3277,鳥取,140,31
3278,湖山,140,31
3279,鳥取大学前,140,31
3280,末恒,140,31
3281,宝木,140,31
3282,浜村,140,31
3283,青谷,140,31
3284,泊,140,31
3285,松崎,140,31
3286,倉吉,140,31
3287,下北条,140,31
3288,由良,140,31
3289,浦安,140,31
3290,八橋,140,31
3291,赤碕,140,31
3292,中山口,140,31
3293,下市,140,31
3294,御来屋,140,31
3295,名和,140,31
3296,大山口,140,31
3297,淀江,140,31
3298,伯耆大山,140,31
3299,東山公園,140,31
3300,米子,140,31
3301,木津,141,26
3302,西木津,141,26
3303,祝園,141,26
3304,下狛,141,26
3305,ＪＲ三山木,141,26
3306,同志社前,141,26
3307,京田辺,141,26
3308,大住,141,26
3309,松井山手,141,26
3310,長尾,141,27
3311,藤阪,141,27
3312,津田,141,27
3313,河内磐船,141,27
3314,星田,141,27
3315,寝屋川公園,141,27
3316,忍ケ丘,141,27
3317,四条畷,141,27
3318,野崎,141,27
3319,住道,141,27
3320,鴻池新田,141,27
3321,徳庵,141,27
3322,放出,141,27
3323,鴫野,141,27
3324,京橋,141,27
3325,京都,142,26
3326,東福寺,142,26
3327,稲荷,142,26
3328,ＪＲ藤森,142,26
3329,桃山,142,26
3330,六地蔵,142,26
3331,木幡,142,26
3332,黄檗,142,26
3333,宇治,142,26
3334,ＪＲ小倉,142,26
3335,新田,142,26
3336,城陽,142,26
3337,長池,142,26
3338,山城青谷,142,26
3339,山城多賀,142,26
3340,玉水,142,26
3341,棚倉,142,26
3342,上狛,142,26
3343,木津,142,26
3344,平城山,142,29
3345,奈良,142,29
3346,福知山,143,26
3347,石原,143,26
3348,高津,143,26
3349,綾部,143,26
3350,淵垣,143,26
3351,梅迫,143,26
3352,真倉,143,26
3353,西舞鶴,143,26
3354,東舞鶴,143,26
3355,天王寺,144,27
3356,新今宮,144,27
3357,今宮,144,27
3358,芦原橋,144,27
3359,大正,144,27
3360,弁天町,144,27
3361,西九条,144,27
3362,野田,144,27
3363,福島,144,27
3364,大阪,144,27
3365,天満,144,27
3366,桜ノ宮,144,27
3367,京橋,144,27
3368,大阪城公園,144,27
3369,森ノ宮,144,27
3370,玉造,144,27
3371,鶴橋,144,27
3372,桃谷,144,27
3373,寺田町,144,27
3374,西九条,145,27
3375,安治川口,145,27
3376,ユニバーサルシティ,145,27
3377,桜島,145,27
3378,京橋,146,27
3379,大阪城北詰,146,27
3380,大阪天満宮,146,27
3381,北新地,146,27
3382,新福島,146,27
3383,海老江,146,27
3384,御幣島,146,27
3385,加島,146,27
3386,尼崎,146,28
3387,天王寺,147,27
3388,美章園,147,27
3389,南田辺,147,27
3390,鶴ケ丘,147,27
3391,長居,147,27
3392,我孫子町,147,27
3393,杉本町,147,27
3394,浅香,147,27
3395,堺市,147,27
3396,三国ケ丘,147,27
3397,百舌鳥,147,27
3398,上野芝,147,27
3399,津久野,147,27
3400,鳳,147,27
3401,富木,147,27
3402,北信太,147,27
3403,信太山,147,27
3404,和泉府中,147,27
3405,久米田,147,27
3406,下松,147,27
3407,東岸和田,147,27
3408,東貝塚,147,27
3409,和泉橋本,147,27
3410,東佐野,147,27
3411,熊取,147,27
3412,日根野,147,27
3413,長滝,147,27
3414,新家,147,27
3415,和泉砂川,147,27
3416,和泉鳥取,147,27
3417,山中渓,147,27
3418,紀伊,147,30
3419,六十谷,147,30
3420,紀伊中ノ島,147,30
3421,和歌山,147,30
3422,鳳,148,27
3423,東羽衣,148,27
3424,日根野,149,27
3425,りんくうタウン,149,27
3426,関西空港,149,27
3427,新大阪,150,27
3428,大阪,150,27
3429,塚本,150,27
3430,尼崎,150,28
3431,塚口,150,28
3432,猪名寺,150,28
3433,伊丹,150,28
3434,北伊丹,150,28
3435,川西池田,150,28
3436,中山寺,150,28
3437,宝塚,150,28
3438,生瀬,150,28
3439,西宮名塩,150,28
3440,武田尾,150,28
3441,道場,150,28
3442,三田,150,28
3443,新三田,150,28
3444,広野,150,28
3445,相野,150,28
3446,藍本,150,28
3447,草野,150,28
3448,古市,150,28
3449,南矢代,150,28
3450,篠山口,150,28
3451,篠山口,151,28
3452,丹波大山,151,28
3453,下滝,151,28
3454,谷川,151,28
3455,柏原,151,28
3456,石生,151,28
3457,黒井,151,28
3458,市島,151,28
3459,丹波竹田,151,28
3460,福知山,151,26
3461,相生,152,28
3462,西相生,152,28
3463,坂越,152,28
3464,播州赤穂,152,28
3465,天和,152,28
3466,備前福河,152,28
3467,寒河,152,33
3468,日生,152,33
3469,伊里,152,33
3470,備前片上,152,33
3471,西片上,152,33
3472,伊部,152,33
3473,香登,152,33
3474,長船,152,33
3475,邑久,152,33
3476,大富,152,33
3477,西大寺,152,33
3478,大多羅,152,33
3479,東岡山,152,33
3480,高島,152,33
3481,西川原,152,33
3482,岡山,152,33
3483,加古川,153,28
3484,日岡,153,28
3485,神野,153,28
3486,厄神,153,28
3487,市場,153,28
3488,小野町,153,28
3489,粟生,153,28
3490,河合西,153,28
3491,青野ケ原,153,28
3492,社町,153,28
3493,滝野,153,28
3494,滝,153,28
3495,西脇市,153,28
3496,新西脇,153,28
3497,比延,153,28
3498,日本へそ公園,153,28
3499,黒田庄,153,28
3500,本黒田,153,28
3501,船町口,153,28
3502,久下村,153,28
3503,谷川,153,28
3504,姫路,154,28
3505,播磨高岡,154,28
3506,余部,154,28
3507,太市,154,28
3508,本竜野,154,28
3509,東觜崎,154,28
3510,播磨新宮,154,28
3511,千本,154,28
3512,西栗栖,154,28
3513,三日月,154,28
3514,播磨徳久,154,28
3515,佐用,154,28
3516,佐用,155,28
3517,上月,155,28
3518,美作土居,155,33
3519,美作江見,155,33
3520,楢原,155,33
3521,林野,155,33
3522,勝間田,155,33
3523,西勝間田,155,33
3524,美作大崎,155,33
3525,東津山,155,33
3526,津山,155,33
3527,院庄,155,33
3528,美作千代,155,33
3529,坪井,155,33
3530,美作追分,155,33
3531,美作落合,155,33
3532,古見,155,33
3533,久世,155,33
3534,中国勝山,155,33
3535,月田,155,33
3536,富原,155,33
3537,刑部,155,33
3538,丹治部,155,33
3539,岩山,155,33
3540,新見,155,33
3541,姫路,156,28
3542,京口,156,28
3543,野里,156,28
3544,砥堀,156,28
3545,仁豊野,156,28
3546,香呂,156,28
3547,溝口,156,28
3548,福崎,156,28
3549,甘地,156,28
3550,鶴居,156,28
3551,新野,156,28
3552,寺前,156,28
3553,長谷,156,28
3554,生野,156,28
3555,新井,156,28
3556,青倉,156,28
3557,竹田,156,28
3558,和田山,156,28
3559,王寺,157,29
3560,畠田,157,29
3561,志都美,157,29
3562,香芝,157,29
3563,ＪＲ五位堂,157,29
3564,高田,157,29
3565,大和新庄,157,29
3566,御所,157,29
3567,玉手,157,29
3568,掖上,157,29
3569,吉野口,157,29
3570,北宇智,157,29
3571,五条,157,29
3572,大和二見,157,29
3573,隅田,157,30
3574,下兵庫,157,30
3575,橋本,157,30
3576,紀伊山田,157,30
3577,高野口,157,30
3578,中飯降,157,30
3579,妙寺,157,30
3580,大谷,157,30
3581,笠田,157,30
3582,西笠田,157,30
3583,名手,157,30
3584,粉河,157,30
3585,紀伊長田,157,30
3586,打田,157,30
3587,下井阪,157,30
3588,岩出,157,30
3589,船戸,157,30
3590,紀伊小倉,157,30
3591,布施屋,157,30
3592,千旦,157,30
3593,田井ノ瀬,157,30
3594,和歌山,157,30
3595,奈良,158,29
3596,京終,158,29
3597,帯解,158,29
3598,櫟本,158,29
3599,天理,158,29
3600,長柄,158,29
3601,柳本,158,29
3602,巻向,158,29
3603,三輪,158,29
3604,桜井,158,29
3605,香久山,158,29
3606,畝傍,158,29
3607,金橋,158,29
3608,高田,158,29
3609,新宮,159,30
3610,三輪崎,159,30
3611,紀伊佐野,159,30
3612,宇久井,159,30
3613,那智,159,30
3614,紀伊天満,159,30
3615,紀伊勝浦,159,30
3616,湯川,159,30
3617,太地,159,30
3618,下里,159,30
3619,紀伊浦神,159,30
3620,紀伊田原,159,30
3621,古座,159,30
3622,紀伊姫,159,30
3623,串本,159,30
3624,紀伊有田,159,30
3625,田並,159,30
3626,田子,159,30
3627,和深,159,30
3628,江住,159,30
3629,見老津,159,30
3630,周参見,159,30
3631,紀伊日置,159,30
3632,椿,159,30
3633,紀伊富田,159,30
3634,白浜,159,30
3635,朝来,159,30
3636,紀伊新庄,159,30
3637,紀伊田辺,159,30
3638,芳養,159,30
3639,南部,159,30
3640,岩代,159,30
3641,切目,159,30
3642,印南,159,30
3643,稲原,159,30
3644,和佐,159,30
3645,道成寺,159,30
3646,御坊,159,30
3647,紀伊内原,159,30
3648,紀伊由良,159,30
3649,広川ビーチ,159,30
3650,湯浅,159,30
3651,藤並,159,30
3652,紀伊宮原,159,30
3653,箕島,159,30
3654,初島,159,30
3655,下津,159,30
3656,加茂郷,159,30
3657,冷水浦,159,30
3658,海南,159,30
3659,黒江,159,30
3660,紀三井寺,159,30
3661,宮前,159,30
3662,和歌山,159,30
3663,和歌山,160,30
3664,紀和,160,30
3665,和歌山市,160,30
3666,大阪,161,27
3667,新大阪,161,27
3668,南吹田,161,27
3669,JR淡路,161,27
3670,城北公園通,161,27
3671,JR野江,161,27
3672,鴫野,161,27
3673,放出,161,27
3674,高井田中央,161,27
3675,ＪＲ河内永和,161,27
3676,ＪＲ俊徳道,161,27
3677,ＪＲ長瀬,161,27
3678,衣摺加美北,161,27
3679,新加美,161,27
3680,久宝寺,161,27
3681,米子,162,31
3682,安来,162,32
3683,荒島,162,32
3684,揖屋,162,32
3685,東松江,162,32
3686,松江,162,32
3687,乃木,162,32
3688,玉造温泉,162,32
3689,来待,162,32
3690,宍道,162,32
3691,荘原,162,32
3692,直江,162,32
3693,出雲市,162,32
3694,西出雲,162,32
3695,出雲神西,162,32
3696,江南,162,32
3697,小田,162,32
3698,田儀,162,32
3699,波根,162,32
3700,久手,162,32
3701,大田市,162,32
3702,静間,162,32
3703,五十猛,162,32
3704,仁万,162,32
3705,馬路,162,32
3706,湯里,162,32
3707,温泉津,162,32
3708,石見福光,162,32
3709,黒松,162,32
3710,浅利,162,32
3711,江津,162,32
3712,都野津,162,32
3713,敬川,162,32
3714,波子,162,32
3715,久代,162,32
3716,下府,162,32
3717,浜田,162,32
3718,西浜田,162,32
3719,周布,162,32
3720,折居,162,32
3721,三保三隅,162,32
3722,岡見,162,32
3723,鎌手,162,32
3724,石見津田,162,32
3725,益田,162,32
3726,益田,163,32
3727,戸田小浜,163,32
3728,飯浦,163,32
3729,江崎,163,35
3730,須佐,163,35
3731,宇田郷,163,35
3732,木与,163,35
3733,奈古,163,35
3734,長門大井,163,35
3735,越ケ浜,163,35
3736,東萩,163,35
3737,萩,163,35
3738,玉江,163,35
3739,三見,163,35
3740,飯井,163,35
3741,長門三隅,163,35
3742,長門市,163,35
3743,黄波戸,163,35
3744,長門古市,163,35
3745,人丸,163,35
3746,伊上,163,35
3747,長門粟野,163,35
3748,阿川,163,35
3749,特牛,163,35
3750,滝部,163,35
3751,長門二見,163,35
3752,宇賀本郷,163,35
3753,湯玉,163,35
3754,小串,163,35
3755,川棚温泉,163,35
3756,黒井村,163,35
3757,梅ケ峠,163,35
3758,吉見,163,35
3759,福江,163,35
3760,安岡,163,35
3761,梶栗郷台地,163,35
3762,綾羅木,163,35
3763,幡生,163,35
3764,下関,163,35
3765,門司,163,40
3766,岡山,164,33
3767,北長瀬,164,33
3768,庭瀬,164,33
3769,中庄,164,33
3770,倉敷,164,33
3771,清音,164,33
3772,総社,164,33
3773,豪渓,164,33
3774,日羽,164,33
3775,美袋,164,33
3776,備中広瀬,164,33
3777,備中高梁,164,33
3778,木野山,164,33
3779,備中川面,164,33
3780,方谷,164,33
3781,井倉,164,33
3782,石蟹,164,33
3783,新見,164,33
3784,備中神代,164,33
3785,足立,164,33
3786,新郷,164,33
3787,上石見,164,31
3788,生山,164,31
3789,上菅,164,31
3790,黒坂,164,31
3791,根雨,164,31
3792,武庫,164,31
3793,江尾,164,31
3794,伯耆溝口,164,31
3795,岸本,164,31
3796,伯耆大山,164,31
3797,東山公園,164,31
3798,米子,164,31
3799,鳥取,165,31
3800,津ノ井,165,31
3801,東郡家,165,31
3802,郡家,165,31
3803,河原,165,31
3804,国英,165,31
3805,鷹狩,165,31
3806,用瀬,165,31
3807,因幡社,165,31
3808,智頭,165,31
3809,土師,165,31
3810,那岐,165,31
3811,美作河井,165,33
3812,知和,165,33
3813,美作加茂,165,33
3814,三浦,165,33
3815,美作滝尾,165,33
3816,高野,165,33
3817,東津山,165,33
3818,津山,165,33
3819,米子,166,31
3820,博労町,166,31
3821,富士見町,166,31
3822,後藤,166,31
3823,三本松口,166,31
3824,河崎口,166,31
3825,弓ケ浜,166,31
3826,和田浜,166,31
3827,大篠津町,166,31
3828,米子空港,166,31
3829,中浜,166,31
3830,高松町,166,31
3831,余子,166,31
3832,上道,166,31
3833,馬場崎町,166,31
3834,境港,166,31
3835,宍道,167,32
3836,南宍道,167,32
3837,加茂中,167,32
3838,幡屋,167,32
3839,出雲大東,167,32
3840,南大東,167,32
3841,木次,167,32
3842,日登,167,32
3843,下久野,167,32
3844,出雲八代,167,32
3845,出雲三成,167,32
3846,亀嵩,167,32
3847,出雲横田,167,32
3848,八川,167,32
3849,出雲坂根,167,32
3850,三井野原,167,32
3851,油木,167,34
3852,備後落合,167,34
3853,江津,168,32
3854,江津本町,168,32
3855,千金,168,32
3856,川平,168,32
3857,川戸,168,32
3858,田津,168,32
3859,石見川越,168,32
3860,鹿賀,168,32
3861,因原,168,32
3862,石見川本,168,32
3863,木路原,168,32
3864,竹,168,32
3865,乙原,168,32
3866,石見簗瀬,168,32
3867,明塚,168,32
3868,粕淵,168,32
3869,浜原,168,32
3870,沢谷,168,32
3871,潮,168,32
3872,石見松原,168,32
3873,石見都賀,168,32
3874,宇都井,168,32
3875,伊賀和志,168,34
3876,口羽,168,32
3877,江平,168,32
3878,作木口,168,32
3879,香淀,168,34
3880,式敷,168,34
3881,信木,168,34
3882,所木,168,34
3883,船佐,168,34
3884,長谷,168,34
3885,粟屋,168,34
3886,尾関山,168,34
3887,三次,168,34
3888,新山口,169,35
3889,周防下郷,169,35
3890,上郷,169,35
3891,仁保津,169,35
3892,大歳,169,35
3893,矢原,169,35
3894,湯田温泉,169,35
3895,山口,169,35
3896,上山口,169,35
3897,宮野,169,35
3898,仁保,169,35
3899,篠目,169,35
3900,長門峡,169,35
3901,渡川,169,35
3902,三谷,169,35
3903,名草,169,35
3904,地福,169,35
3905,鍋倉,169,35
3906,徳佐,169,35
3907,船平山,169,35
3908,津和野,169,32
3909,青野山,169,32
3910,日原,169,32
3911,青原,169,32
3912,東青原,169,32
3913,石見横田,169,32
3914,本俣賀,169,32
3915,益田,169,32
3916,岡山,170,33
3917,大元,170,33
3918,備前西市,170,33
3919,妹尾,170,33
3920,備中箕島,170,33
3921,早島,170,33
3922,久々原,170,33
3923,茶屋町,170,33
3924,彦崎,170,33
3925,備前片岡,170,33
3926,迫川,170,33
3927,常山,170,33
3928,八浜,170,33
3929,備前田井,170,33
3930,宇野,170,33
3931,茶屋町,171,33
3932,植松,171,33
3933,木見,171,33
3934,上の町,171,33
3935,児島,171,33
3936,宇多津,171,37
3937,岡山,172,33
3938,備前三門,172,33
3939,大安寺,172,33
3940,備前一宮,172,33
3941,吉備津,172,33
3942,備中高松,172,33
3943,足守,172,33
3944,服部,172,33
3945,東総社,172,33
3946,総社,172,33
3947,新見,173,33
3948,布原,173,33
3949,備中神代,173,33
3950,坂根,173,33
3951,市岡,173,33
3952,矢神,173,33
3953,野馳,173,33
3954,東城,173,34
3955,備後八幡,173,34
3956,内名,173,34
3957,小奴可,173,34
3958,道後山,173,34
3959,備後落合,173,34
3960,比婆山,173,34
3961,備後西城,173,34
3962,平子,173,34
3963,高,173,34
3964,備後庄原,173,34
3965,備後三日市,173,34
3966,七塚,173,34
3967,山ノ内,173,34
3968,下和知,173,34
3969,塩町,173,34
3970,神杉,173,34
3971,八次,173,34
3972,三次,173,34
3973,西三次,173,34
3974,志和地,173,34
3975,上川立,173,34
3976,甲立,173,34
3977,吉田口,173,34
3978,向原,173,34
3979,井原市,173,34
3980,志和口,173,34
3981,上三田,173,34
3982,中三田,173,34
3983,白木山,173,34
3984,狩留家,173,34
3985,上深川,173,34
3986,中深川,173,34
3987,下深川,173,34
3988,玖村,173,34
3989,安芸矢口,173,34
3990,戸坂,173,34
3991,矢賀,173,34
3992,広島,173,34
3993,津山,174,33
3994,津山口,174,33
3995,佐良山,174,33
3996,亀甲,174,33
3997,小原,174,33
3998,誕生寺,174,33
3999,弓削,174,33
4000,神目,174,33
4001,福渡,174,33
4002,建部,174,33
4003,金川,174,33
4004,野々口,174,33
4005,牧山,174,33
4006,玉柏,174,33
4007,備前原,174,33
4008,法界院,174,33
4009,岡山,174,33
4010,糸崎,175,34
4011,三原,175,34
4012,須波,175,34
4013,安芸幸崎,175,34
4014,忠海,175,34
4015,安芸長浜,175,34
4016,大乗,175,34
4017,竹原,175,34
4018,吉名,175,34
4019,安芸津,175,34
4020,風早,175,34
4021,安浦,175,34
4022,安登,175,34
4023,安芸川尻,175,34
4024,仁方,175,34
4025,広,175,34
4026,新広,175,34
4027,安芸阿賀,175,34
4028,呉,175,34
4029,川原石,175,34
4030,吉浦,175,34
4031,かるが浜,175,34
4032,天応,175,34
4033,呉ポートピア,175,34
4034,小屋浦,175,34
4035,水尻,175,34
4036,坂,175,34
4037,矢野,175,34
4038,海田市,175,34
4039,向洋,175,34
4040,天神川,175,34
4041,広島,175,34
4042,広島,176,34
4043,新白島,176,34
4044,横川,176,34
4045,三滝,176,34
4046,安芸長束,176,34
4047,下祇園,176,34
4048,古市橋,176,34
4049,大町,176,34
4050,緑井,176,34
4051,七軒茶屋,176,34
4052,梅林,176,34
4053,上八木,176,34
4054,中島,176,34
4055,可部,176,34
4056,河戸帆待川,176,34
4057,あき亀山,176,34
4058,福山,177,34
4059,備後本庄,177,34
4060,横尾,177,34
4061,神辺,177,34
4062,湯田村,177,34
4063,道上,177,34
4064,万能倉,177,34
4065,駅家,177,34
4066,近田,177,34
4067,戸手,177,34
4068,上戸手,177,34
4069,新市,177,34
4070,高木,177,34
4071,鵜飼,177,34
4072,府中,177,34
4073,下川辺,177,34
4074,中畑,177,34
4075,河佐,177,34
4076,備後三川,177,34
4077,備後矢野,177,34
4078,上下,177,34
4079,甲奴,177,34
4080,梶田,177,34
4081,備後安田,177,34
4082,吉舎,177,34
4083,三良坂,177,34
4084,塩町,177,34
4085,神杉,177,34
4086,八次,177,34
4087,三次,177,34
4088,新山口,178,35
4089,上嘉川,178,35
4090,深溝,178,35
4091,周防佐山,178,35
4092,岩倉,178,35
4093,阿知須,178,35
4094,岐波,178,35
4095,丸尾,178,35
4096,床波,178,35
4097,常盤,178,35
4098,草江,178,35
4099,宇部岬,178,35
4100,東新川,178,35
4101,琴芝,178,35
4102,宇部新川,178,35
4103,居能,178,35
4104,岩鼻,178,35
4105,宇部,178,35
4106,厚狭,179,35
4107,湯ノ峠,179,35
4108,厚保,179,35
4109,四郎ケ原,179,35
4110,南大嶺,179,35
4111,美祢,179,35
4112,重安,179,35
4113,於福,179,35
4114,渋木,179,35
4115,長門湯本,179,35
4116,板持,179,35
4117,長門市,179,35
4118,仙崎,179,35
4119,宇部新川,180,35
4120,居能,180,35
4121,妻崎,180,35
4122,長門長沢,180,35
4123,雀田,180,35
4124,小野田港,180,35
4125,南小野田,180,35
4126,南中川,180,35
4127,目出,180,35
4128,小野田,180,35
4129,浜河内,180,35
4130,長門本山,180,35
4131,岩国,181,35
4132,西岩国,181,35
4133,川西,181,35
4134,柱野,181,35
4135,欽明路,181,35
4136,玖珂,181,35
4137,周防高森,181,35
4138,米川,181,35
4139,高水,181,35
4140,勝間,181,35
4141,大河内,181,35
4142,周防久保,181,35
4143,生野屋,181,35
4144,周防花岡,181,35
4145,櫛ケ浜,181,35
4146,徳山,181,35
4147,多度津,182,37
4148,金蔵寺,182,37
4149,善通寺,182,37
4150,琴平,182,37
4151,塩入,182,37
4152,黒川,182,37
4153,讃岐財田,182,37
4154,坪尻,182,36
4155,箸蔵,182,36
4156,佃,182,36
4157,阿波池田,182,36
4158,三縄,182,36
4159,祖谷口,182,36
4160,阿波川口,182,36
4161,小歩危,182,36
4162,大歩危,182,36
4163,土佐岩原,182,39
4164,豊永,182,39
4165,大田口,182,39
4166,土佐穴内,182,39
4167,大杉,182,39
4168,土佐北川,182,39
4169,角茂谷,182,39
4170,繁藤,182,39
4171,新改,182,39
4172,土佐山田,182,39
4173,山田西町,182,39
4174,土佐長岡,182,39
4175,後免,182,39
4176,土佐大津,182,39
4177,布師田,182,39
4178,土佐一宮,182,39
4179,薊野,182,39
4180,高知,182,39
4181,入明,182,39
4182,円行寺口,182,39
4183,旭,182,39
4184,高知商業前,182,39
4185,朝倉,182,39
4186,枝川,182,39
4187,伊野,182,39
4188,波川,182,39
4189,小村神社前,182,39
4190,日下,182,39
4191,岡花,182,39
4192,土佐加茂,182,39
4193,西佐川,182,39
4194,佐川,182,39
4195,襟野々,182,39
4196,斗賀野,182,39
4197,吾桑,182,39
4198,多ノ郷,182,39
4199,大間,182,39
4200,須崎,182,39
4201,土佐新荘,182,39
4202,安和,182,39
4203,土佐久礼,182,39
4204,影野,182,39
4205,六反地,182,39
